    1.48397e+01   -2.23316e-02    3.69061e-02
    1.48511e+01   -9.17878e-03    4.07707e-02
    1.48625e+01   -1.72239e-02    3.75203e-02
    1.48739e+01    2.58140e-03    2.67416e-02
    1.48854e+01   -1.54362e-03    3.70112e-02
    1.48968e+01   -5.84461e-03    3.40880e-02
    1.49083e+01    7.13425e-03    3.26596e-02
    1.49198e+01   -5.53867e-03    3.72747e-02
    1.49312e+01    2.32323e-02    4.13975e-02
    1.49427e+01    3.75921e-02    4.17772e-02
    1.49542e+01    4.39763e-02    4.30188e-02
    1.49657e+01    6.37692e-02    4.21789e-02
    1.49773e+01    6.22145e-02    4.20924e-02
    1.49888e+01    7.27174e-02    3.93787e-02
    1.50003e+01    6.49100e-02    3.83141e-02
    1.50119e+01    6.14827e-02    4.46599e-02
    1.50234e+01    8.24359e-02    3.71787e-02
    1.50350e+01    7.26835e-02    3.96020e-02
    1.50465e+01    1.08754e-01    4.25954e-02
    1.50581e+01    1.11976e-01    5.68009e-02
    1.50697e+01    1.27722e-01    5.63805e-02
    1.50813e+01    1.40174e-01    3.43983e-02
    1.50929e+01    1.29445e-01    3.44029e-02
    1.51045e+01    1.44206e-01    2.80552e-02
    1.51162e+01    1.34764e-01    2.39249e-02
    1.51278e+01    1.43533e-01    2.49237e-02
    1.51394e+01    1.75357e-01    3.86062e-02
    1.51511e+01    1.64718e-01    3.33120e-02
    1.51627e+01    1.61808e-01    4.90497e-02
    1.51744e+01    1.59958e-01    5.91097e-02
    1.51861e+01    1.61640e-01    6.80178e-02
    1.51978e+01    1.80618e-01    6.01572e-02
    1.52095e+01    1.82552e-01    4.50178e-02
    1.52212e+01    1.65263e-01    3.33460e-02
    1.52329e+01    1.77649e-01    6.01672e-02
    1.52446e+01    1.72174e-01    3.72054e-02
    1.52563e+01    1.56483e-01    6.90506e-02
    1.52681e+01    1.44728e-01    6.56525e-02
    1.52798e+01    1.46775e-01    5.36023e-02
    1.52916e+01    1.42701e-01    4.88883e-02
    1.53034e+01    1.27102e-01    4.76489e-02
    1.53151e+01    1.26051e-01    6.08241e-02
    1.53269e+01    1.26516e-01    3.74391e-02
    1.53387e+01    1.27889e-01    6.02996e-02
    1.53505e+01    1.28730e-01    3.15027e-02
    1.53623e+01    9.57101e-02    6.45730e-02
    1.53742e+01    1.04996e-01    4.73413e-02
    1.53860e+01    1.11438e-01    2.92725e-02
    1.53978e+01    1.10395e-01    4.95429e-02
    1.54097e+01    9.96118e-02    3.55225e-02
    1.54215e+01    8.99246e-02    3.84751e-02
    1.54334e+01    8.19068e-02    4.72260e-02
    1.54453e+01    8.43318e-02    5.32664e-02
    1.54572e+01    8.31093e-02    4.75347e-02
    1.54691e+01    8.50619e-02    4.99127e-02
    1.54810e+01    6.85623e-02    5.32052e-02
    1.54929e+01    6.46391e-02    5.41443e-02
    1.55048e+01    5.74646e-02    4.58185e-02
    1.55167e+01    3.95436e-02    4.90974e-02
    1.55287e+01    5.29848e-02    5.01730e-02
    1.55406e+01    3.80615e-02    3.75736e-02
    1.55526e+01    3.86705e-02    5.32206e-02
    1.55645e+01    3.79676e-02    6.24438e-02
    1.55765e+01    2.14306e-02    4.92128e-02
    1.55885e+01    3.23962e-02    5.07297e-02
    1.56005e+01    2.32254e-02    5.58443e-02
    1.56125e+01    2.29110e-02    5.89996e-02
    1.56245e+01    2.00312e-02    5.51114e-02
    1.56365e+01    3.67180e-03    3.94249e-02
    1.56486e+01    1.67124e-02    4.71364e-02
    1.56606e+01    8.02671e-03    4.22077e-02
    1.56727e+01    1.01638e-02    5.21752e-02
    1.56847e+01    1.59287e-02    4.80784e-02
    1.56968e+01   -6.96787e-04    4.38666e-02
    1.57089e+01    5.43219e-03    4.48002e-02
    1.57210e+01   -2.32734e-03    4.22251e-02
    1.57331e+01   -4.23466e-03    4.79509e-02
    1.57452e+01    1.20746e-02    4.09794e-02
    1.57573e+01   -5.23359e-03    2.90292e-02
    1.57694e+01   -1.59699e-02    3.49288e-02
    1.57815e+01   -1.66522e-02    3.18630e-02
    1.57937e+01   -2.16992e-02    3.57444e-02
    1.58058e+01   -1.61364e-02    4.01272e-02
    1.58180e+01   -2.40113e-02    3.45789e-02
    
